duration,input.all_possible_pgsm_times,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,input.time_expressions,job,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_time,no_of_annotations,validated_time_final_score,validated_time_initial_score,Experts
34.35,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'each season__87__98': 16, '6 months__42__50': 13, 'months__44__50': 10, 'ages 6 months__37__50': 6})",45,4,20,0.6022647004033221,"Counter({'each season__87__98': 0.8231355605696155, '6 months__42__50': 0.6757577935090053, 'months__44__50': 0.5188981200256406, 'ages 6 months__37__50': 0.3307250154991458})",0.5800067347346902,"Counter({'each season__87__98': 0.8, '6 months__42__50': 0.65, 'months__44__50': 0.5, 'ages 6 months__37__50': 0.3})",no_time,0,0.0,0.0,0.0
39.35,60 years__87__95###years__90__95###20th Century__68__80,bbc_20130322_1150,"`` he was involved in two of the most important explorations of the 20th century ... yet remained a humble , happy man right to the end ... an inspirational lesson to us all . ''","`` He was involved in two of the most important explorations of the 20th Century ... yet remained a humble , happy man right to the end ... an inspirational lesson to us all . ''",17,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'20th century__68__80': 19, '60 years__87__95': 9, 'years__90__95': 6})",34,3,20,0.7408644045732078,"Counter({'20th century__68__80': 0.9609226728907444, '60 years__87__95': 0.46383382929572287, 'years__90__95': 0.3342190829210705})",0.7333565321119089,"Counter({'20th century__68__80': 0.95, '60 years__87__95': 0.45, 'years__90__95': 0.3})",60 years__87__95,9,0.4638338292957229,0.45,0.0
39.35,60 years__87__95###years__90__95###20th Century__68__80,bbc_20130322_1150,"`` he was involved in two of the most important explorations of the 20th century ... yet remained a humble , happy man right to the end ... an inspirational lesson to us all . ''","`` He was involved in two of the most important explorations of the 20th Century ... yet remained a humble , happy man right to the end ... an inspirational lesson to us all . ''",17,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'20th century__68__80': 19, '60 years__87__95': 9, 'years__90__95': 6})",34,3,20,0.7408644045732078,"Counter({'20th century__68__80': 0.9609226728907444, '60 years__87__95': 0.46383382929572287, 'years__90__95': 0.3342190829210705})",0.7333565321119089,"Counter({'20th century__68__80': 0.95, '60 years__87__95': 0.45, 'years__90__95': 0.3})",years__90__95,6,0.3342190829210705,0.3,0.0
39.35,60 years__87__95###years__90__95###20th Century__68__80,bbc_20130322_1150,"`` he was involved in two of the most important explorations of the 20th century ... yet remained a humble , happy man right to the end ... an inspirational lesson to us all . ''","`` He was involved in two of the most important explorations of the 20th Century ... yet remained a humble , happy man right to the end ... an inspirational lesson to us all . ''",17,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'20th century__68__80': 19, '60 years__87__95': 9, 'years__90__95': 6})",34,3,20,0.7408644045732078,"Counter({'20th century__68__80': 0.9609226728907444, '60 years__87__95': 0.46383382929572287, 'years__90__95': 0.3342190829210705})",0.7333565321119089,"Counter({'20th century__68__80': 0.95, '60 years__87__95': 0.45, 'years__90__95': 0.3})",20th century__68__80,19,0.9609226728907444,0.95,1.0
39.35,60 years__87__95###years__90__95###20th Century__68__80,bbc_20130322_1150,"`` he was involved in two of the most important explorations of the 20th century ... yet remained a humble , happy man right to the end ... an inspirational lesson to us all . ''","`` He was involved in two of the most important explorations of the 20th Century ... yet remained a humble , happy man right to the end ... an inspirational lesson to us all . ''",17,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'20th century__68__80': 19, '60 years__87__95': 9, 'years__90__95': 6})",34,3,20,0.7408644045732078,"Counter({'20th century__68__80': 0.9609226728907444, '60 years__87__95': 0.46383382929572287, 'years__90__95': 0.3342190829210705})",0.7333565321119089,"Counter({'20th century__68__80': 0.95, '60 years__87__95': 0.45, 'years__90__95': 0.3})",no_time,0,0.0,0.0,0.0
34.85,a term__138__144,bbc_20130322_721,a new russian law says foreign-funded non-governmental groups -lrb- ngos -rrb- linked to politics must register as `` foreign agents '' - a term which suggests spying .,A new Russian law says foreign-funded non-governmental groups -LRB- NGOs -RRB- linked to politics must register as `` foreign agents '' - a term which suggests spying .,3,0,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'a term__138__144': 14, 'no_time': 6})",20,2,20,0.550857099675452,"Counter({'a term__138__144': 0.6918727331348066, 'no_time': 0.3081272668651934})",0.5578947368421052,"Counter({'a term__138__144': 0.7, 'no_time': 0.3})",a term__138__144,14,0.6918727331348066,0.7,0.0
34.85,a term__138__144,bbc_20130322_721,a new russian law says foreign-funded non-governmental groups -lrb- ngos -rrb- linked to politics must register as `` foreign agents '' - a term which suggests spying .,A new Russian law says foreign-funded non-governmental groups -LRB- NGOs -RRB- linked to politics must register as `` foreign agents '' - a term which suggests spying .,3,0,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'a term__138__144': 14, 'no_time': 6})",20,2,20,0.550857099675452,"Counter({'a term__138__144': 0.6918727331348066, 'no_time': 0.3081272668651934})",0.5578947368421052,"Counter({'a term__138__144': 0.7, 'no_time': 0.3})",no_time,6,0.3081272668651934,0.3,0.0
70.4,a week__21__27###Summer__56__62###over a week__16__27###week__23__27,bbc_20130322_1600,this comes just over a week before the start of british summer time .,This comes just over a week before the start of British Summer Time .,5,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'summer__56__62': 14, 'over a week__16__27': 12, 'week__23__27': 12, 'a week__21__27': 11})",49,4,20,0.5786478878975021,"Counter({'summer__56__62': 0.7111476521806499, 'over a week__16__27': 0.6349149704738624, 'week__23__27': 0.6183131585403393, 'a week__21__27': 0.5761943957956954})",0.5562329945413677,"Counter({'summer__56__62': 0.7, 'over a week__16__27': 0.6, 'week__23__27': 0.6, 'a week__21__27': 0.55})",a week__21__27,11,0.5761943957956954,0.55,1.0
70.4,a week__21__27###Summer__56__62###over a week__16__27###week__23__27,bbc_20130322_1600,this comes just over a week before the start of british summer time .,This comes just over a week before the start of British Summer Time .,5,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'summer__56__62': 14, 'over a week__16__27': 12, 'week__23__27': 12, 'a week__21__27': 11})",49,4,20,0.5786478878975021,"Counter({'summer__56__62': 0.7111476521806499, 'over a week__16__27': 0.6349149704738624, 'week__23__27': 0.6183131585403393, 'a week__21__27': 0.5761943957956954})",0.5562329945413677,"Counter({'summer__56__62': 0.7, 'over a week__16__27': 0.6, 'week__23__27': 0.6, 'a week__21__27': 0.55})",summer__56__62,14,0.7111476521806499,0.7,0.0
70.4,a week__21__27###Summer__56__62###over a week__16__27###week__23__27,bbc_20130322_1600,this comes just over a week before the start of british summer time .,This comes just over a week before the start of British Summer Time .,5,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'summer__56__62': 14, 'over a week__16__27': 12, 'week__23__27': 12, 'a week__21__27': 11})",49,4,20,0.5786478878975021,"Counter({'summer__56__62': 0.7111476521806499, 'over a week__16__27': 0.6349149704738624, 'week__23__27': 0.6183131585403393, 'a week__21__27': 0.5761943957956954})",0.5562329945413677,"Counter({'summer__56__62': 0.7, 'over a week__16__27': 0.6, 'week__23__27': 0.6, 'a week__21__27': 0.55})",over a week__16__27,12,0.6349149704738624,0.6,0.0
70.4,a week__21__27###Summer__56__62###over a week__16__27###week__23__27,bbc_20130322_1600,this comes just over a week before the start of british summer time .,This comes just over a week before the start of British Summer Time .,5,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'summer__56__62': 14, 'over a week__16__27': 12, 'week__23__27': 12, 'a week__21__27': 11})",49,4,20,0.5786478878975021,"Counter({'summer__56__62': 0.7111476521806499, 'over a week__16__27': 0.6349149704738624, 'week__23__27': 0.6183131585403393, 'a week__21__27': 0.5761943957956954})",0.5562329945413677,"Counter({'summer__56__62': 0.7, 'over a week__16__27': 0.6, 'week__23__27': 0.6, 'a week__21__27': 0.55})",week__23__27,12,0.6183131585403393,0.6,0.0
70.4,a week__21__27###Summer__56__62###over a week__16__27###week__23__27,bbc_20130322_1600,this comes just over a week before the start of british summer time .,This comes just over a week before the start of British Summer Time .,5,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'summer__56__62': 14, 'over a week__16__27': 12, 'week__23__27': 12, 'a week__21__27': 11})",49,4,20,0.5786478878975021,"Counter({'summer__56__62': 0.7111476521806499, 'over a week__16__27': 0.6349149704738624, 'week__23__27': 0.6183131585403393, 'a week__21__27': 0.5761943957956954})",0.5562329945413677,"Counter({'summer__56__62': 0.7, 'over a week__16__27': 0.6, 'week__23__27': 0.6, 'a week__21__27': 0.55})",no_time,0,0.0,0.0,0.0
32.15,An hour__0__7,nyt_20130321_women_senate,"an hour before her colleagues gathered for their first vote of a new congress , senator kelly ayotte slipped into an empty senate chamber to savor the grandeur of her legislative home .","An hour before her colleagues gathered for their first vote of a new Congress , Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home .",0,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'an hour__0__7': 20}),20,1,20,1.0,Counter({'an hour__0__7': 1.0}),1.0,Counter({'an hour__0__7': 1.0}),an hour__0__7,20,1.0,1.0,1.0
32.15,An hour__0__7,nyt_20130321_women_senate,"an hour before her colleagues gathered for their first vote of a new congress , senator kelly ayotte slipped into an empty senate chamber to savor the grandeur of her legislative home .","An hour before her colleagues gathered for their first vote of a new Congress , Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home .",0,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'an hour__0__7': 20}),20,1,20,1.0,Counter({'an hour__0__7': 1.0}),1.0,Counter({'an hour__0__7': 1.0}),no_time,0,0.0,0.0,0.0
45.0,annually__177__185,nyt_20130321_women_senate,"for the first time there is a woman - senator barbara a. mikulski , a maryland democrat - in charge of the senate appropriations committee , which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men .","For the first time there is a woman - Senator Barbara A. Mikulski , a Maryland Democrat - in charge of the Senate Appropriations Committee , which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men .",9,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'annually__177__185': 20}),20,1,20,1.0,Counter({'annually__177__185': 1.0}),1.0,Counter({'annually__177__185': 1.0}),annually__177__185,20,1.0,1.0,1.0
45.0,annually__177__185,nyt_20130321_women_senate,"for the first time there is a woman - senator barbara a. mikulski , a maryland democrat - in charge of the senate appropriations committee , which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men .","For the first time there is a woman - Senator Barbara A. Mikulski , a Maryland Democrat - in charge of the Senate Appropriations Committee , which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men .",9,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'annually__177__185': 20}),20,1,20,1.0,Counter({'annually__177__185': 1.0}),1.0,Counter({'annually__177__185': 1.0}),no_time,0,0.0,0.0,0.0
29.4,April 7__69__76###four-week__2__11,CNN_20130322_248,"a four-week , phased closure of the 149 control towers will begin on april 7 , the faa said .","A four-week , phased closure of the 149 control towers will begin on April 7 , the FAA said .",1,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'four-week__2__11': 19, 'april 7__69__76': 16})",35,2,20,0.8830823754711132,"Counter({'four-week__2__11': 0.9594451176608904, 'april 7__69__76': 0.8304383391912025})",0.8633316241525858,"Counter({'four-week__2__11': 0.95, 'april 7__69__76': 0.8})",april 7__69__76,16,0.8304383391912025,0.8,1.0
29.4,April 7__69__76###four-week__2__11,CNN_20130322_248,"a four-week , phased closure of the 149 control towers will begin on april 7 , the faa said .","A four-week , phased closure of the 149 control towers will begin on April 7 , the FAA said .",1,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'four-week__2__11': 19, 'april 7__69__76': 16})",35,2,20,0.8830823754711132,"Counter({'four-week__2__11': 0.9594451176608904, 'april 7__69__76': 0.8304383391912025})",0.8633316241525858,"Counter({'four-week__2__11': 0.95, 'april 7__69__76': 0.8})",four-week__2__11,19,0.9594451176608904,0.95,1.0
29.4,April 7__69__76###four-week__2__11,CNN_20130322_248,"a four-week , phased closure of the 149 control towers will begin on april 7 , the faa said .","A four-week , phased closure of the 149 control towers will begin on April 7 , the FAA said .",1,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'four-week__2__11': 19, 'april 7__69__76': 16})",35,2,20,0.8830823754711132,"Counter({'four-week__2__11': 0.9594451176608904, 'april 7__69__76': 0.8304383391912025})",0.8633316241525858,"Counter({'four-week__2__11': 0.95, 'april 7__69__76': 0.8})",no_time,0,0.0,0.0,0.0
39.85,at the time__117__128,bbc_20130322_1353,"the activists said the troops had opened fire as soon as they boarded the vessel , which was in international waters at the time .","The activists said the troops had opened fire as soon as they boarded the vessel , which was in international waters at the time .",8,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'at the time__117__128': 20}),20,1,20,1.0,Counter({'at the time__117__128': 1.0}),1.0,Counter({'at the time__117__128': 1.0}),at the time__117__128,20,1.0,1.0,1.0
39.85,at the time__117__128,bbc_20130322_1353,"the activists said the troops had opened fire as soon as they boarded the vessel , which was in international waters at the time .","The activists said the troops had opened fire as soon as they boarded the vessel , which was in international waters at the time .",8,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'at the time__117__128': 20}),20,1,20,1.0,Counter({'at the time__117__128': 1.0}),1.0,Counter({'at the time__117__128': 1.0}),no_time,0,0.0,0.0,0.0
45.05,August__23__29###July__106__110,CNN_20130322_1003,evana roth told cnn in august she thought her husband devised the plan after he was fired from his job in july .,Evana Roth told CNN in August she thought her husband devised the plan after he was fired from his job in July .,8,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'august__23__29': 19, 'july__106__110': 18})",37,2,20,0.925853237806628,"Counter({'august__23__29': 0.9596488612500389, 'july__106__110': 0.9163661474355217})",0.9108549781079688,"Counter({'august__23__29': 0.95, 'july__106__110': 0.9})",august__23__29,19,0.9596488612500388,0.95,1.0
45.05,August__23__29###July__106__110,CNN_20130322_1003,evana roth told cnn in august she thought her husband devised the plan after he was fired from his job in july .,Evana Roth told CNN in August she thought her husband devised the plan after he was fired from his job in July .,8,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'august__23__29': 19, 'july__106__110': 18})",37,2,20,0.925853237806628,"Counter({'august__23__29': 0.9596488612500389, 'july__106__110': 0.9163661474355217})",0.9108549781079688,"Counter({'august__23__29': 0.95, 'july__106__110': 0.9})",july__106__110,18,0.9163661474355216,0.9,1.0
45.05,August__23__29###July__106__110,CNN_20130322_1003,evana roth told cnn in august she thought her husband devised the plan after he was fired from his job in july .,Evana Roth told CNN in August she thought her husband devised the plan after he was fired from his job in July .,8,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'august__23__29': 19, 'july__106__110': 18})",37,2,20,0.925853237806628,"Counter({'august__23__29': 0.9596488612500389, 'july__106__110': 0.9163661474355217})",0.9108549781079688,"Counter({'august__23__29': 0.95, 'july__106__110': 0.9})",no_time,0,0.0,0.0,0.0
24.7,August__51__57,CNN_20130322_1003,"raymond roth 's attorney , brian davis , denied in august that roth had involved his son in the scheme .","Raymond Roth 's attorney , Brian Davis , denied in August that Roth had involved his son in the scheme .",14,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'august__51__57': 20}),20,1,20,1.0,Counter({'august__51__57': 1.0}),1.0,Counter({'august__51__57': 1.0}),august__51__57,20,1.0,1.0,1.0
24.7,August__51__57,CNN_20130322_1003,"raymond roth 's attorney , brian davis , denied in august that roth had involved his son in the scheme .","Raymond Roth 's attorney , Brian Davis , denied in August that Roth had involved his son in the scheme .",14,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'august__51__57': 20}),20,1,20,1.0,Counter({'august__51__57': 1.0}),1.0,Counter({'august__51__57': 1.0}),no_time,0,0.0,0.0,0.0
72.55,current__23__30,nyt_20130321_cyprus,"mr. dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the lehman collapse .","Mr. Dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the Lehman collapse .",16,0,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'current__23__30': 18, 'no_time': 2})",20,2,20,0.8390057552751644,"Counter({'current__23__30': 0.916646232034475, 'no_time': 0.08335376796552492})",0.8105263157894737,"Counter({'current__23__30': 0.9, 'no_time': 0.1})",current__23__30,18,0.9166462320344749,0.9,0.0
72.55,current__23__30,nyt_20130321_cyprus,"mr. dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the lehman collapse .","Mr. Dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the Lehman collapse .",16,0,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'current__23__30': 18, 'no_time': 2})",20,2,20,0.8390057552751644,"Counter({'current__23__30': 0.916646232034475, 'no_time': 0.08335376796552492})",0.8105263157894737,"Counter({'current__23__30': 0.9, 'no_time': 0.1})",no_time,2,0.08335376796552492,0.1,0.0
54.3,currently__132__141,WSJ_20130318_731,"the windows-ready kinect sensor , which would be necessary for any business that wants to use these potential new technologies , is currently selling for $ 250 through microsoft , more than twice what microsoft charges for the gaming-only xbox version .","The Windows-ready Kinect sensor , which would be necessary for any business that wants to use these potential new technologies , is currently selling for $ 250 through Microsoft , more than twice what Microsoft charges for the gaming-only Xbox version .",8,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'currently__132__141': 20}),20,1,20,1.0,Counter({'currently__132__141': 1.0}),1.0,Counter({'currently__132__141': 1.0}),currently__132__141,20,1.0,1.0,1.0
54.3,currently__132__141,WSJ_20130318_731,"the windows-ready kinect sensor , which would be necessary for any business that wants to use these potential new technologies , is currently selling for $ 250 through microsoft , more than twice what microsoft charges for the gaming-only xbox version .","The Windows-ready Kinect sensor , which would be necessary for any business that wants to use these potential new technologies , is currently selling for $ 250 through Microsoft , more than twice what Microsoft charges for the gaming-only Xbox version .",8,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'currently__132__141': 20}),20,1,20,1.0,Counter({'currently__132__141': 1.0}),1.0,Counter({'currently__132__141': 1.0}),no_time,0,0.0,0.0,0.0
54.3,digital__4__11,nyt_20130322_strange_computer,"our digital age is all about bits , those precise ones and zeros that are the stuff of modern computer code .","Our digital age is all about bits , those precise ones and zeros that are the stuff of modern computer code .",0,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'no_time': 12, 'digital__4__11': 8})",20,2,20,0.500687084628069,"Counter({'no_time': 0.6138489653388366, 'digital__4__11': 0.38615103466116346})",0.4947368421052632,"Counter({'no_time': 0.6, 'digital__4__11': 0.4})",digital__4__11,8,0.38615103466116346,0.4,1.0
54.3,digital__4__11,nyt_20130322_strange_computer,"our digital age is all about bits , those precise ones and zeros that are the stuff of modern computer code .","Our digital age is all about bits , those precise ones and zeros that are the stuff of modern computer code .",0,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'no_time': 12, 'digital__4__11': 8})",20,2,20,0.500687084628069,"Counter({'no_time': 0.6138489653388366, 'digital__4__11': 0.38615103466116346})",0.4947368421052632,"Counter({'no_time': 0.6, 'digital__4__11': 0.4})",no_time,12,0.6138489653388366,0.6,0.0
50.0,early 2011__123__133###the 26.2-mile event - set days__55__85###one second__9__19###days__81__85###second__13__19###2011__129__133,WSJ_20130321_1145,"that was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .","That was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .",13,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early 2011__123__133': 16, 'days__81__85': 15, 'one second__9__19': 12, '2011__129__133': 12, 'second__13__19': 9, 'the 26.2-mile event - set days__55__85': 4, '': 1})",69,7,20,0.6030588030683334,"Counter({'early 2011__123__133': 0.8195891446625406, 'days__81__85': 0.7695337274717693, '2011__129__133': 0.6279068165881557, 'one second__9__19': 0.6244537647853804, 'second__13__19': 0.4678409010242887, 'the 26.2-mile event - set days__55__85': 0.2036546137514093, '': 0.05635920361614163})",0.5813080594258085,"Counter({'early 2011__123__133': 0.8, 'days__81__85': 0.75, 'one second__9__19': 0.6, '2011__129__133': 0.6, 'second__13__19': 0.45, 'the 26.2-mile event - set days__55__85': 0.2, '': 0.05})",early 2011__123__133,16,0.8195891446625406,0.8,1.0
50.0,early 2011__123__133###the 26.2-mile event - set days__55__85###one second__9__19###days__81__85###second__13__19###2011__129__133,WSJ_20130321_1145,"that was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .","That was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .",13,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early 2011__123__133': 16, 'days__81__85': 15, 'one second__9__19': 12, '2011__129__133': 12, 'second__13__19': 9, 'the 26.2-mile event - set days__55__85': 4, '': 1})",69,7,20,0.6030588030683334,"Counter({'early 2011__123__133': 0.8195891446625406, 'days__81__85': 0.7695337274717693, '2011__129__133': 0.6279068165881557, 'one second__9__19': 0.6244537647853804, 'second__13__19': 0.4678409010242887, 'the 26.2-mile event - set days__55__85': 0.2036546137514093, '': 0.05635920361614163})",0.5813080594258085,"Counter({'early 2011__123__133': 0.8, 'days__81__85': 0.75, 'one second__9__19': 0.6, '2011__129__133': 0.6, 'second__13__19': 0.45, 'the 26.2-mile event - set days__55__85': 0.2, '': 0.05})",the 26.2-mile event - set days__55__85,4,0.2036546137514093,0.2,0.0
50.0,early 2011__123__133###the 26.2-mile event - set days__55__85###one second__9__19###days__81__85###second__13__19###2011__129__133,WSJ_20130321_1145,"that was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .","That was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .",13,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early 2011__123__133': 16, 'days__81__85': 15, 'one second__9__19': 12, '2011__129__133': 12, 'second__13__19': 9, 'the 26.2-mile event - set days__55__85': 4, '': 1})",69,7,20,0.6030588030683334,"Counter({'early 2011__123__133': 0.8195891446625406, 'days__81__85': 0.7695337274717693, '2011__129__133': 0.6279068165881557, 'one second__9__19': 0.6244537647853804, 'second__13__19': 0.4678409010242887, 'the 26.2-mile event - set days__55__85': 0.2036546137514093, '': 0.05635920361614163})",0.5813080594258085,"Counter({'early 2011__123__133': 0.8, 'days__81__85': 0.75, 'one second__9__19': 0.6, '2011__129__133': 0.6, 'second__13__19': 0.45, 'the 26.2-mile event - set days__55__85': 0.2, '': 0.05})",one second__9__19,12,0.6244537647853804,0.6,0.0
50.0,early 2011__123__133###the 26.2-mile event - set days__55__85###one second__9__19###days__81__85###second__13__19###2011__129__133,WSJ_20130321_1145,"that was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .","That was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .",13,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early 2011__123__133': 16, 'days__81__85': 15, 'one second__9__19': 12, '2011__129__133': 12, 'second__13__19': 9, 'the 26.2-mile event - set days__55__85': 4, '': 1})",69,7,20,0.6030588030683334,"Counter({'early 2011__123__133': 0.8195891446625406, 'days__81__85': 0.7695337274717693, '2011__129__133': 0.6279068165881557, 'one second__9__19': 0.6244537647853804, 'second__13__19': 0.4678409010242887, 'the 26.2-mile event - set days__55__85': 0.2036546137514093, '': 0.05635920361614163})",0.5813080594258085,"Counter({'early 2011__123__133': 0.8, 'days__81__85': 0.75, 'one second__9__19': 0.6, '2011__129__133': 0.6, 'second__13__19': 0.45, 'the 26.2-mile event - set days__55__85': 0.2, '': 0.05})",days__81__85,15,0.7695337274717693,0.75,1.0
50.0,early 2011__123__133###the 26.2-mile event - set days__55__85###one second__9__19###days__81__85###second__13__19###2011__129__133,WSJ_20130321_1145,"that was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .","That was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .",13,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early 2011__123__133': 16, 'days__81__85': 15, 'one second__9__19': 12, '2011__129__133': 12, 'second__13__19': 9, 'the 26.2-mile event - set days__55__85': 4, '': 1})",69,7,20,0.6030588030683334,"Counter({'early 2011__123__133': 0.8195891446625406, 'days__81__85': 0.7695337274717693, '2011__129__133': 0.6279068165881557, 'one second__9__19': 0.6244537647853804, 'second__13__19': 0.4678409010242887, 'the 26.2-mile event - set days__55__85': 0.2036546137514093, '': 0.05635920361614163})",0.5813080594258085,"Counter({'early 2011__123__133': 0.8, 'days__81__85': 0.75, 'one second__9__19': 0.6, '2011__129__133': 0.6, 'second__13__19': 0.45, 'the 26.2-mile event - set days__55__85': 0.2, '': 0.05})",second__13__19,9,0.4678409010242887,0.45,0.0
50.0,early 2011__123__133###the 26.2-mile event - set days__55__85###one second__9__19###days__81__85###second__13__19###2011__129__133,WSJ_20130321_1145,"that was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .","That was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .",13,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early 2011__123__133': 16, 'days__81__85': 15, 'one second__9__19': 12, '2011__129__133': 12, 'second__13__19': 9, 'the 26.2-mile event - set days__55__85': 4, '': 1})",69,7,20,0.6030588030683334,"Counter({'early 2011__123__133': 0.8195891446625406, 'days__81__85': 0.7695337274717693, '2011__129__133': 0.6279068165881557, 'one second__9__19': 0.6244537647853804, 'second__13__19': 0.4678409010242887, 'the 26.2-mile event - set days__55__85': 0.2036546137514093, '': 0.05635920361614163})",0.5813080594258085,"Counter({'early 2011__123__133': 0.8, 'days__81__85': 0.75, 'one second__9__19': 0.6, '2011__129__133': 0.6, 'second__13__19': 0.45, 'the 26.2-mile event - set days__55__85': 0.2, '': 0.05})",2011__129__133,12,0.6279068165881557,0.6,0.0
