Doc Id,Sentence Id,Sentence,Lowercase Sentence,#Tokens,Stanford POS Tag,Stanford Lemma,Stanford Lower Lemma,#POS Tags,#Lemmas,#Events,#Time Expressions,All Runs Times
CNN_20130322_1243,11,The entire experience is frictionless .,the entire experience is frictionless .,6,DT JJ NN VBZ JJ .,the entire experience be frictionless .,the entire experience be frictionless .,6,6,0,0,
CNN_20130322_1243,12,"That said , it 's not going to conquer the world quite yet .","that said , it 's not going to conquer the world quite yet .",14,"DT VBD , PRP VBZ RB VBG TO VB DT NN RB RB .","that say , it be not go to conquer the world quite yet .","that say , it be not go to conquer the world quite yet .",14,14,1,0,
CNN_20130322_1243,13,"Organization options are limited -- color coding is your only choice , and you ca n't re-order your notes .","organization options are limited -- color coding is your only choice , and you ca n't re-order your notes .",20,"NNP NNS VBP VBN : NN NN VBZ PRP$ JJ NN , CC PRP MD RB VB PRP$ NNS .","Organization option be limit -- color coding be you only choice , and you can not re-order you note .","organization option be limit -- color coding be you only choice , and you can not re-order you note .",20,20,0,0,
CNN_20130322_1243,14,"Sharing with others is mostly limited to email and Google + , and the desktop features are pretty bare bones .","sharing with others is mostly limited to email and google + , and the desktop features are pretty bare bones .",21,"VBG IN NNS VBZ RB VBN TO VB CC NNP CC , CC DT NN NNS VBP RB JJ NNS .","share with other be mostly limit to email and Google + , and the desktop feature be pretty bare bone .","share with other be mostly limit to email and google + , and the desktop feature be pretty bare bone .",21,21,0,0,
CNN_20130322_1243,15,"But that 's more a function of it being new , rather than poorly thought out .","but that 's more a function of it being new , rather than poorly thought out .",17,"CC DT VBZ JJR DT NN IN PRP VBG JJ , RB IN RB VBN RP .","but that be more a function of it be new , rather than poorly think out .","but that be more a function of it be new , rather than poorly think out .",17,17,0,0,
CNN_20130322_1243,16,"Like most things Google , expect the company to flesh out Keep over time and really turn it into our personal internet junk drawer .","like most things google , expect the company to flesh out keep over time and really turn it into our personal internet junk drawer .",25,"IN JJS NNS NNP , VBP DT NN TO NN IN VB IN NN CC RB VB PRP IN PRP$ JJ NN NN NN .","like most thing Google , expect the company to flesh out keep over time and really turn it into we personal internet junk drawer .","like most thing google , expect the company to flesh out keep over time and really turn it into we personal internet junk drawer .",25,25,3,0,
CNN_20130322_1243,17,It 's easy to foresee the day the when users will be able to send anything from their Web browser or Maps directly to Keep .,it 's easy to foresee the day the when users will be able to send anything from their web browser or maps directly to keep .,26,PRP VBZ JJ TO VB DT NN DT WRB NNS MD VB JJ TO VB NN IN PRP$ NN NN CC NNS RB TO VB .,it be easy to foresee the day the when user will be able to send anything from they web browser or map directly to keep .,it be easy to foresee the day the when user will be able to send anything from they web browser or map directly to keep .,26,26,2,0,the day__22__29
CNN_20130322_1243,18,"The prospect of Keep incorporating features of services such as Pinterest or Pocket , or even making it easy to catalog streaming media , could turn it into something big .","the prospect of keep incorporating features of services such as pinterest or pocket , or even making it easy to catalog streaming media , could turn it into something big .",31,"DT NN IN VB VBG NNS IN NNS JJ IN NN CC NN , CC RB VBG PRP JJ TO NN NN NNS , MD VB PRP IN NN JJ .","the prospect of keep incorporate feature of service such as pinterest or pocket , or even make it easy to catalog streaming media , could turn it into something big .","the prospect of keep incorporate feature of service such as pinterest or pocket , or even make it easy to catalog streaming media , could turn it into something big .",31,31,2,0,
CNN_20130322_1243,19,That should scare Evernote .,that should scare evernote .,5,DT MD VB NNP .,that should scare Evernote .,that should scare evernote .,5,5,1,0,
CNN_20130322_1243,20,Keep is not the reinvention of the wheel in any aspect -- there are a plethora of third-party apps already available for Android .,keep is not the reinvention of the wheel in any aspect -- there are a plethora of third-party apps already available for android .,24,VB VBZ RB DT NN IN DT NN IN DT NN : EX VBP DT NN IN JJ NNS RB JJ IN NNP .,keep be not the reinvention of the wheel in any aspect -- there be a plethora of third-party app already available for Android .,keep be not the reinvention of the wheel in any aspect -- there be a plethora of third-party app already available for android .,24,24,2,0,
CNN_20130322_1243,21,But it is a well-exectuted refinement .,but it is a well-exectuted refinement .,7,CC PRP VBZ DT JJ NN .,but it be a well-exectuted refinement .,but it be a well-exectuted refinement .,7,7,0,0,
CNN_20130322_1243,22,"In filling a minor , but important gap in its mobile ecosystem , Google gives the competition one less claim of superiority over Android .","in filling a minor , but important gap in its mobile ecosystem , google gives the competition one less claim of superiority over android .",25,"IN VBG DT JJ , CC JJ NN IN PRP$ JJ NN , NNP VBZ DT NN CD JJR NN IN NN IN NNP .","in fill a minor , but important gap in its mobile ecosystem , Google give the competition one less claim of superiority over Android .","in fill a minor , but important gap in its mobile ecosystem , google give the competition one less claim of superiority over android .",25,25,2,0,
WSJ_20130318_731,0,"Microsoft Corp. broke sales records in 2010 when it released its Kinect - a movement-tracking device that enabled Xbox users to play their favorite games through gestures alone , without need of a controller .","microsoft corp. broke sales records in 2010 when it released its kinect - a movement-tracking device that enabled xbox users to play their favorite games through gestures alone , without need of a controller .",35,"NNP NNP VBD NNS NNS IN CD WRB PRP VBD PRP$ NNP : DT JJ NN WDT VBD NNP NNS TO VB PRP$ JJ NNS IN NNS RB , IN NN IN DT NN .","Microsoft Corp. break sale record in 2010 when it release its Kinect - a movement-tracking device that enable Xbox user to play they favorite game through gesture alone , without need of a controller .","microsoft corp. break sale record in 2010 when it release its kinect - a movement-tracking device that enable xbox user to play they favorite game through gesture alone , without need of a controller .",35,35,3,1,2010__39__43
WSJ_20130318_731,1,"Now , with the help of outside developers , the software giant is hoping to move the Kinect beyond gaming .","now , with the help of outside developers , the software giant is hoping to move the kinect beyond gaming .",21,"RB , IN DT NN IN JJ NNS , DT NN NN VBZ VBG TO VB DT NN IN NN .","now , with the help of outside developer , the software giant be hope to move the kinect beyond gaming .","now , with the help of outside developer , the software giant be hope to move the kinect beyond gaming .",21,21,3,1,Now__0__3
WSJ_20130318_731,2,Microsoft is expanding into China with a company-funded incubator program for outside developers to build products based on Kinect technology for a range of industries including health care and retail .,microsoft is expanding into china with a company-funded incubator program for outside developers to build products based on kinect technology for a range of industries including health care and retail .,31,NNP VBZ VBG IN NNP IN DT JJ NN NN IN JJ NNS TO VB NNS VBN IN JJ NN IN DT NN IN NNS VBG NN NN CC NN .,Microsoft be expand into China with a company-funded incubator program for outside developer to build product base on kinect technology for a range of industry include health care and retail .,microsoft be expand into china with a company-funded incubator program for outside developer to build product base on kinect technology for a range of industry include health care and retail .,31,31,2,0,
WSJ_20130318_731,3,"In the U.S. , 11 companies were selected last year for the accelerator 's first three-month class in Seattle , out of nearly 500 applicants .","in the u.s. , 11 companies were selected last year for the accelerator 's first three-month class in seattle , out of nearly 500 applicants .",26,"IN DT NNP , CD NNS VBD VBN JJ NN IN DT NN POS JJ JJ NN IN NNP , IN IN RB CD NNS .","in the U.S. , 11 company be select last year for the accelerator 's first three-month class in Seattle , out of nearly 500 applicant .","in the u.s. , 11 company be select last year for the accelerator 's first three-month class in seattle , out of nearly 500 applicant .",26,26,1,2,last year__41__50###three-month__80__91
WSJ_20130318_731,4,Microsoft said it has identified three companies for the China program to run through June .,microsoft said it has identified three companies for the china program to run through june .,16,NNP VBD PRP VBZ VBN CD NNS IN DT NNP NN TO VB IN NNP .,Microsoft say it have identify three company for the China program to run through June .,microsoft say it have identify three company for the china program to run through june .,16,16,3,1,June__86__90
WSJ_20130318_731,5,"The company gives each participating startup in the Seattle program $ 20,000 to create software that can be used with Kinect for Windows , but it is is n't asking for any ownership stakes or intellectual property rights .","the company gives each participating startup in the seattle program $ 20,000 to create software that can be used with kinect for windows , but it is is n't asking for any ownership stakes or intellectual property rights .",39,"DT NN VBZ DT VBG NN IN DT NNP NN $ CD TO VB NN WDT MD VB VBN IN NN IN NNP , CC PRP VBZ VBZ RB VBG IN DT NN NNS CC JJ NN NNS .","the company give each participate startup in the Seattle program $ 20,000 to create software that can be use with kinect for Windows , but it be be not ask for any ownership stake or intellectual property rights .","the company give each participate startup in the seattle program $ 20,000 to create software that can be use with kinect for windows , but it be be not ask for any ownership stake or intellectual property rights .",39,39,3,0,
WSJ_20130318_731,6,Microsoft also does n't have any veto power over the ideas .,microsoft also does n't have any veto power over the ideas .,12,NNP RB VBZ RB VB DT NN NN IN DT NNS .,Microsoft also do not have any veto power over the idea .,microsoft also do not have any veto power over the idea .,12,12,1,0,
WSJ_20130318_731,7,What Microsoft gets are developers around the world working on ideas that could potentially open up Kinect for Windows ' technology to new markets - and convince consumers and businesses to buy the company 's hardware and make use of the potential apps .,what microsoft gets are developers around the world working on ideas that could potentially open up kinect for windows ' technology to new markets - and convince consumers and businesses to buy the company 's hardware and make use of the potential apps .,44,WDT NNP VBZ VBP NNS IN DT NN VBG IN NNS WDT MD RB VB RP NNP IN NNP POS NN TO JJ NNS : CC VB NNS CC NNS TO VB DT NN POS NN CC VB NN IN DT JJ NNS .,what Microsoft get be developer around the world work on idea that could potentially open up Kinect for Windows ' technology to new market - and convince consumer and business to buy the company 's hardware and make use of the potential app .,what microsoft get be developer around the world work on idea that could potentially open up kinect for windows ' technology to new market - and convince consumer and business to buy the company 's hardware and make use of the potential app .,44,44,6,0,
WSJ_20130318_731,8,"The Windows-ready Kinect sensor , which would be necessary for any business that wants to use these potential new technologies , is currently selling for $ 250 through Microsoft , more than twice what Microsoft charges for the gaming-only Xbox version .","the windows-ready kinect sensor , which would be necessary for any business that wants to use these potential new technologies , is currently selling for $ 250 through microsoft , more than twice what microsoft charges for the gaming-only xbox version .",42,"DT JJ NNP NN , WDT MD VB JJ IN DT NN WDT VBZ TO VB DT JJ JJ NNS , VBZ RB VBG IN $ CD IN NNP , JJR IN RB WP NNP NNS IN DT JJ NN NN .","the windows-ready Kinect sensor , which would be necessary for any business that want to use these potential new technology , be currently sell for $ 250 through Microsoft , more than twice what Microsoft charge for the gaming-only xbox version .","the windows-ready kinect sensor , which would be necessary for any business that want to use these potential new technology , be currently sell for $ 250 through microsoft , more than twice what microsoft charge for the gaming-only xbox version .",42,42,3,1,currently__132__141
bbc_20130322_721,0,Russian police and tax inspectors have raided the offices of the human rights group Memorial and other civil society groups which get foreign funding .,russian police and tax inspectors have raided the offices of the human rights group memorial and other civil society groups which get foreign funding .,25,JJ NN CC NN NNS VBP VBN DT NNS IN DT JJ NNS NN NN CC JJ JJ NN NNS WDT VBP JJ NN .,russian police and tax inspector have raid the office of the human rights group memorial and other civil society group which get foreign funding .,russian police and tax inspector have raid the office of the human rights group memorial and other civil society group which get foreign funding .,25,25,1,0,
bbc_20130322_721,1,Memorial is famous for documenting human rights abuses in Russia .,memorial is famous for documenting human rights abuses in russia .,11,NN VBZ JJ IN VBG JJ NNS NNS IN NNP .,memorial be famous for document human rights abuse in Russia .,memorial be famous for document human rights abuse in russia .,11,11,2,0,
bbc_20130322_721,2,The US embassy in Moscow has voiced concern and asked the Russian government for an explanation .,the us embassy in moscow has voiced concern and asked the russian government for an explanation .,17,DT NNP NN IN NNP VBZ VBN NN CC VBD DT JJ NN IN DT NN .,the US embassy in Moscow have voice concern and ask the russian government for a explanation .,the us embassy in moscow have voice concern and ask the russian government for a explanation .,17,17,3,0,
bbc_20130322_721,3,A new Russian law says foreign-funded non-governmental groups -LRB- NGOs -RRB- linked to politics must register as `` foreign agents '' - a term which suggests spying .,a new russian law says foreign-funded non-governmental groups -lrb- ngos -rrb- linked to politics must register as `` foreign agents '' - a term which suggests spying .,28,DT JJ JJ NN VBZ JJ JJ NNS -LRB- NNS -RRB- VBN TO NNS MD VB IN `` JJ NNS '' : DT NN WDT VBZ VBG .,a new russian law say foreign-funded non-governmental group -lrb- ngo -rrb- link to politics must register as `` foreign agent '' - a term which suggest spy .,a new russian law say foreign-funded non-governmental group -lrb- ngo -rrb- link to politics must register as `` foreign agent '' - a term which suggest spy .,28,28,1,0,a term__138__144
bbc_20130322_721,4,In the worst repressions of the Soviet period the label `` foreign agents '' was used to denounce dissidents - or simply political rivals of Joseph Stalin - and could lead to execution .,in the worst repressions of the soviet period the label `` foreign agents '' was used to denounce dissidents - or simply political rivals of joseph stalin - and could lead to execution .,34,IN DT JJS NNS IN DT JJ NN DT NN `` JJ NNS '' VBD VBN TO VB NNS : CC RB JJ NNS IN NNP NNP : CC MD VB TO NN .,in the worst repression of the soviet period the label `` foreign agent '' be use to denounce dissident - or simply political rival of Joseph Stalin - and could lead to execution .,in the worst repression of the soviet period the label `` foreign agent '' be use to denounce dissident - or simply political rival of joseph stalin - and could lead to execution .,34,34,4,0,the Soviet period__28__45
bbc_20130322_721,5,"Memorial says inspectors returned to its Moscow offices on Friday , having already seized 600 documents including accounts on Thursday .","memorial says inspectors returned to its moscow offices on friday , having already seized 600 documents including accounts on thursday .",21,"NN VBZ NNS VBD TO PRP$ NNP NNS IN NNP , VBG RB VBN CD NNS VBG NNS IN NNP .","memorial say inspector return to its Moscow office on Friday , have already seize 600 document include account on Thursday .","memorial say inspector return to its moscow office on friday , have already seize 600 document include account on thursday .",21,21,3,2,Friday__59__65###Thursday__126__134
bbc_20130322_721,6,A statement on the Memorial website said the inspections were directly linked to the new law on NGOs and the targeted groups ' compliance with it .,a statement on the memorial website said the inspections were directly linked to the new law on ngos and the targeted groups ' compliance with it .,27,DT NN IN DT NN NN VBD DT NNS VBD RB VBN TO DT JJ NN IN NNS CC DT VBN NNS POS NN IN PRP .,a statement on the memorial website say the inspection be directly link to the new law on ngo and the target group ' compliance with it .,a statement on the memorial website say the inspection be directly link to the new law on ngo and the target group ' compliance with it .,27,27,4,0,
bbc_20130322_721,7,"Memorial director Arseny Roginsky , quoted by the Russian news website Vesti , said it was `` a complete check on everything concerned with our sources of funding '' .","memorial director arseny roginsky , quoted by the russian news website vesti , said it was `` a complete check on everything concerned with our sources of funding '' .",30,"NN NN NNP NNP , VBN IN DT JJ NN NN NNP , VBD PRP VBD `` DT JJ NN IN NN VBN IN PRP$ NNS IN NN '' .","memorial director Arseny Roginsky , quote by the russian news website Vesti , say it be `` a complete check on everything concern with we source of funding '' .","memorial director arseny roginsky , quote by the russian news website vesti , say it be `` a complete check on everything concern with we source of funding '' .",30,30,3,0,
bbc_20130322_721,8,He insisted that the NGO law `` will not change our position at all '' .,he insisted that the ngo law `` will not change our position at all '' .,16,PRP VBD IN DT NNP NN `` MD RB VB PRP$ NN IN DT '' .,he insist that the NGO law `` will not change we position at all '' .,he insist that the ngo law `` will not change we position at all '' .,16,16,2,0,
bbc_20130322_721,9,"`` We wo n't refuse foreign donations , nor will we register as a ` foreign agent ' , '' he said .","`` we wo n't refuse foreign donations , nor will we register as a ` foreign agent ' , '' he said .",23,"`` PRP MD RB VB JJ NNS , CC MD PRP VB IN DT `` JJ NN '' , '' PRP VBD .","`` we will not refuse foreign donation , nor will we register as a ` foreign agent ' , '' he say .","`` we will not refuse foreign donation , nor will we register as a ` foreign agent ' , '' he say .",23,23,3,0,
nyt_20130321_china_pollution,0,China 's state leadership transition has taken place this month against an ominous backdrop .,china 's state leadership transition has taken place this month against an ominous backdrop .,15,NNP POS NN NN NN VBZ VBN NN DT NN IN DT JJ NN .,China 's state leadership transition have take place this month against a ominous backdrop .,china 's state leadership transition have take place this month against a ominous backdrop .,15,15,2,1,this month__53__63
nyt_20130321_china_pollution,1,"More than 16,000 dead pigs have been found floating in rivers that provide drinking water to Shanghai .","more than 16,000 dead pigs have been found floating in rivers that provide drinking water to shanghai .",18,JJR IN CD JJ NNS VBP VBN VBN VBG IN NNS WDT VBP NN NN TO NNP .,"more than 16,000 dead pig have be find float in river that provide drinking water to Shanghai .","more than 16,000 dead pig have be find float in river that provide drinking water to shanghai .",18,18,2,0,
nyt_20130321_china_pollution,2,"A haze akin to volcanic fumes cloaked the capital , causing convulsive coughing and obscuring the portrait of Mao Zedong on the gate to the Forbidden City .","a haze akin to volcanic fumes cloaked the capital , causing convulsive coughing and obscuring the portrait of mao zedong on the gate to the forbidden city .",28,"DT NN JJ TO JJ VBZ VBN DT NN , VBG JJ VBG CC VBG DT NN IN NNP NNP IN DT NN TO DT NNP NNP .","a haze akin to volcanic fume cloak the capital , cause convulsive cough and obscure the portrait of Mao Zedong on the gate to the Forbidden City .","a haze akin to volcanic fume cloak the capital , cause convulsive cough and obscure the portrait of mao zedong on the gate to the forbidden city .",28,28,4,0,
nyt_20130321_china_pollution,3,"So severe are China 's environmental woes , especially the noxious air , that top government officials have been forced to openly acknowledge them .","so severe are china 's environmental woes , especially the noxious air , that top government officials have been forced to openly acknowledge them .",25,"RB JJ VBP NNP POS JJ NNS , RB DT JJ NN , WDT JJ NN NNS VBP VBN VBN TO RB VB PRP .","so severe be China 's environmental woe , especially the noxious air , that top government official have be force to openly acknowledge they .","so severe be china 's environmental woe , especially the noxious air , that top government official have be force to openly acknowledge they .",25,25,2,0,
nyt_20130321_china_pollution,4,"Fu Ying , the spokeswoman for the National People 's Congress , said she checked for smog every morning after opening her curtains and kept at home face masks for her daughter and herself .","fu ying , the spokeswoman for the national people 's congress , said she checked for smog every morning after opening her curtains and kept at home face masks for her daughter and herself .",35,"NNP NNP , DT NN IN DT NNP NNP POS NNP , VBD PRP VBD IN NN DT NN IN VBG PRP$ NNS CC VBD IN NN NN NNS IN PRP$ NN CC PRP .","Fu Ying , the spokeswoman for the National People 's Congress , say she check for smog every morning after open she curtain and keep at home face mask for she daughter and herself .","fu ying , the spokeswoman for the national people 's congress , say she check for smog every morning after open she curtain and keep at home face mask for she daughter and herself .",35,35,3,1,every morning__90__103###morning__96__103
nyt_20130321_china_pollution,5,"Li Keqiang , the new prime minister , said the air pollution had made him `` quite upset '' and vowed to '' show even greater resolve and make more vigorous efforts '' to clean it up .","li keqiang , the new prime minister , said the air pollution had made him `` quite upset '' and vowed to '' show even greater resolve and make more vigorous efforts '' to clean it up .",38,"NNP NNP , DT JJ JJ NN , VBD DT NN NN VBD VBN PRP `` RB JJ '' CC VBD TO '' VBP RB JJR NN CC VB JJR JJ NNS '' TO VB PRP RP .","Li Keqiang , the new prime minister , say the air pollution have make he `` quite upset '' and vow to '' show even greater resolve and make more vigorous effort '' to clean it up .","li keqiang , the new prime minister , say the air pollution have make he `` quite upset '' and vow to '' show even greater resolve and make more vigorous effort '' to clean it up .",38,38,7,0,
nyt_20130321_china_pollution,6,"Last month , after deadly air pollution hit record levels in northern China , officials led byWen Jiabao , then the prime minister , put forward strict new fuel standards that the oil companies had blocked for years .","last month , after deadly air pollution hit record levels in northern china , officials led bywen jiabao , then the prime minister , put forward strict new fuel standards that the oil companies had blocked for years .",39,"JJ NN , IN JJ NN NN NN NN NNS IN JJ NNP , NNS VBD NNP NNP , RB DT JJ NN , VBD RB JJ JJ NN NNS IN DT NN NNS VBD VBN IN NNS .","last month , after deadly air pollution hit record level in northern China , official lead byWen Jiabao , then the prime minister , put forward strict new fuel standard that the oil company have block for year .","last month , after deadly air pollution hit record level in northern china , official lead bywen jiabao , then the prime minister , put forward strict new fuel standard that the oil company have block for year .",39,39,3,2,Last month__0__10###years__210__215###years .__210__217
nyt_20130321_china_pollution,7,"But there are doubts about whether the oil companies will comply , especially since oil officials resisted a similar government order for higher-grade fuel four years ago .","but there are doubts about whether the oil companies will comply , especially since oil officials resisted a similar government order for higher-grade fuel four years ago .",28,"CC EX VBP NNS IN IN DT NN NNS MD VB , RB IN NN NNS VBD DT JJ NN NN IN JJ NN CD NNS RB .","but there be doubt about whether the oil company will comply , especially since oil official resist a similar government order for higher-grade fuel four year ago .","but there be doubt about whether the oil company will comply , especially since oil official resist a similar government order for higher-grade fuel four year ago .",28,28,2,1,four years ago__156__170###higher-grade fuel four years ago__138__170###four years ago .__156__172
nyt_20130321_china_pollution,8,State-owned power companies have been similarly resistant .,state-owned power companies have been similarly resistant .,8,JJ NN NNS VBP VBN RB JJ .,state-owned power company have be similarly resistant .,state-owned power company have be similarly resistant .,8,8,1,0,
nyt_20130321_china_pollution,9,"The companies regularly ignore government orders to upgrade coal-burning electricity plants , according to ministry data .","the companies regularly ignore government orders to upgrade coal-burning electricity plants , according to ministry data .",17,"DT NNS RB VBP NN NNS TO VB JJ NN NNS , VBG TO NN NNS .","the company regularly ignore government order to upgrade coal-burning electricity plant , accord to ministry datum .","the company regularly ignore government order to upgrade coal-burning electricity plant , accord to ministry datum .",17,17,2,0,
nyt_20130321_china_pollution,10,"And as with the oil companies , the power companies exert an outsize influence over environmental policy debates .","and as with the oil companies , the power companies exert an outsize influence over environmental policy debates .",19,"CC IN IN DT NN NNS , DT NN NNS VBP DT JJ NN IN JJ NN NNS .","and as with the oil company , the power company exert a outsize influence over environmental policy debate .","and as with the oil company , the power company exert a outsize influence over environmental policy debate .",19,19,1,0,
nyt_20130321_china_pollution,11,"In 2011 , during a round of discussions over stricter emissions standards , the China Electricity Council , which represents the companies , pushed back hard against the proposals , saying that the costs of upgrading the plants would be too high .","in 2011 , during a round of discussions over stricter emissions standards , the china electricity council , which represents the companies , pushed back hard against the proposals , saying that the costs of upgrading the plants would be too high .",43,"IN CD , IN DT NN IN NNS IN JJR NNS NNS , DT NNP NNP NNP , WDT VBZ DT NNS , VBD RB JJ IN DT NNS , VBG IN DT NNS IN VBG DT NNS MD VB RB JJ .","in 2011 , during a round of discussion over stricter emission standard , the China Electricity Council , which represent the company , push back hard against the proposal , say that the cost of upgrade the plant would be too high .","in 2011 , during a round of discussion over stricter emission standard , the china electricity council , which represent the company , push back hard against the proposal , say that the cost of upgrade the plant would be too high .",43,43,4,1,2011__3__7
nyt_20130321_china_pollution,12,"On Feb. 28 , Deutsche Bank released an analysts ' note saying that China 's current economic policies would result in an enormous surge in coal consumption and automobile sales over the next decade .","on feb. 28 , deutsche bank released an analysts ' note saying that china 's current economic policies would result in an enormous surge in coal consumption and automobile sales over the next decade .",35,"IN NNP CD , NNP NNP VBD DT NNS POS NN VBG IN NNP POS JJ JJ NNS MD VB IN DT JJ NN IN NN NN CC NN NNS IN DT JJ NN .","on Feb. 28 , Deutsche Bank release a analyst ' note say that China 's current economic policy would result in a enormous surge in coal consumption and automobile sale over the next decade .","on feb. 28 , deutsche bank release a analyst ' note say that china 's current economic policy would result in a enormous surge in coal consumption and automobile sale over the next decade .",35,35,6,2,Feb. 28__3__10###the next decade__182__197###current__76__83###the next decade .__182__199
nyt_20130321_china_pollution,13,"`` China 's air pollution will become a lot worse from the already unbearable level , '' the analysts said , calling for drastic policy changes and `` a strong government will to overcome the opposition from interest groups . ''","`` china 's air pollution will become a lot worse from the already unbearable level , '' the analysts said , calling for drastic policy changes and `` a strong government will to overcome the opposition from interest groups . ''",41,"`` NNP POS NN NN MD VB DT NN JJR IN DT RB JJ NN , '' DT NNS VBD , VBG IN JJ NN NNS CC `` DT JJ NN MD TO VB DT NN IN NN NNS . ''","`` China 's air pollution will become a lot worse from the already unbearable level , '' the analyst say , call for drastic policy change and `` a strong government will to overcome the opposition from interest group . ''","`` china 's air pollution will become a lot worse from the already unbearable level , '' the analyst say , call for drastic policy change and `` a strong government will to overcome the opposition from interest group . ''",41,41,5,0,
nyt_20130321_china_pollution,14,"The report estimated that the number of passenger cars in China was on track to hit 400 million by 2030 , up from 90 million now .","the report estimated that the number of passenger cars in china was on track to hit 400 million by 2030 , up from 90 million now .",27,"DT NN VBD IN DT NN IN NN NNS IN NNP VBD IN NN TO VB CD CD IN CD , RB IN CD CD RB .","the report estimate that the number of passenger car in China be on track to hit 400 million by 2030 , up from 90 million now .","the report estimate that the number of passenger car in china be on track to hit 400 million by 2030 , up from 90 million now .",27,27,3,2,2030__99__103###now__125__128
nyt_20130322_strange_computer,0,"Our digital age is all about bits , those precise ones and zeros that are the stuff of modern computer code .","our digital age is all about bits , those precise ones and zeros that are the stuff of modern computer code .",22,"PRP$ JJ NN VBZ DT IN NNS , DT JJ NNS CC NNS WDT VBP DT NN IN JJ NN NN .","we digital age be all about bit , those precise one and zero that be the stuff of modern computer code .","we digital age be all about bit , those precise one and zero that be the stuff of modern computer code .",22,22,0,1,digital__4__11
nyt_20130322_strange_computer,1,"But a powerful new type of computer that is about to be commercially deployed by a major American military contractor is taking computing into the strange , subatomic realm of quantum mechanics .","but a powerful new type of computer that is about to be commercially deployed by a major american military contractor is taking computing into the strange , subatomic realm of quantum mechanics .",33,"CC DT JJ JJ NN IN NN WDT VBZ IN TO VB RB VBN IN DT JJ JJ JJ NN VBZ VBG VBG IN DT JJ , JJ NN IN NN NNS .","but a powerful new type of computer that be about to be commercially deploy by a major american military contractor be take compute into the strange , subatomic realm of quantum mechanic .","but a powerful new type of computer that be about to be commercially deploy by a major american military contractor be take compute into the strange , subatomic realm of quantum mechanic .",33,33,2,0,
nyt_20130322_strange_computer,2,"In that infinitesimal neighborhood , common sense logic no longer seems to apply .","in that infinitesimal neighborhood , common sense logic no longer seems to apply .",14,"IN DT JJ NN , JJ NN NN RB RB VBZ TO VB .","in that infinitesimal neighborhood , common sense logic no longer seem to apply .","in that infinitesimal neighborhood , common sense logic no longer seem to apply .",14,14,0,0,
nyt_20130322_strange_computer,3,"A one can be a one , or it can be a one and a zero and everything in between all at the same time .","a one can be a one , or it can be a one and a zero and everything in between all at the same time .",26,"DT NN MD VB DT CD , CC PRP MD VB DT CD CC DT CD CC NN IN IN DT IN DT JJ NN .","a one can be a one , or it can be a one and a zero and everything in between all at the same time .","a one can be a one , or it can be a one and a zero and everything in between all at the same time .",26,26,0,0,
nyt_20130322_strange_computer,4,"It sounds preposterous , particularly to those familiar with the yes/no world of conventional computing .","it sounds preposterous , particularly to those familiar with the yes/no world of conventional computing .",16,"PRP VBZ JJ , RB TO DT JJ IN DT JJ NN IN JJ NN .","it sound preposterous , particularly to those familiar with the yes/no world of conventional computing .","it sound preposterous , particularly to those familiar with the yes/no world of conventional computing .",16,16,0,0,
nyt_20130322_strange_computer,5,"But academic researchers and scientists at companies like Microsoft , I.B.M. and Hewlett-Packard have been working to develop quantum computers .","but academic researchers and scientists at companies like microsoft , i.b.m. and hewlett-packard have been working to develop quantum computers .",21,"CC JJ NNS CC NNS IN NNS IN NNP , NNP CC NNP VBP VBN VBG TO VB NN NNS .","but academic researcher and scientist at company like Microsoft , I.B.M. and Hewlett-Packard have be work to develop quantum computer .","but academic researcher and scientist at company like microsoft , i.b.m. and hewlett-packard have be work to develop quantum computer .",21,21,2,0,
nyt_20130322_strange_computer,6,"Now , Lockheed Martin which bought an early version of such a computer from the Canadian company D-Wave Systems two years ago is confident enough in the technology to upgrade it to commercial scale , becoming the first company to use quantum computing as part of its business .","now , lockheed martin which bought an early version of such a computer from the canadian company d-wave systems two years ago is confident enough in the technology to upgrade it to commercial scale , becoming the first company to use quantum computing as part of its business .",49,"RB , NNP NNP WDT VBD DT JJ NN IN PDT DT NN IN DT JJ NN NNP NNP CD NNS RB VBZ JJ RB IN DT NN TO VB PRP TO JJ NN , VBG DT JJ NN TO VB NN NN IN NN IN PRP$ NN .","now , Lockheed Martin which buy a early version of such a computer from the canadian company D-Wave Systems two year ago be confident enough in the technology to upgrade it to commercial scale , become the first company to use quantum computing as part of its business .","now , lockheed martin which buy a early version of such a computer from the canadian company d-wave systems two year ago be confident enough in the technology to upgrade it to commercial scale , become the first company to use quantum computing as part of its business .",49,49,5,2,Now__0__3###two years ago__112__125
nyt_20130322_strange_computer,7,Skeptics say that D-Wave has yet to prove to outside scientists that it has solved the myriad challenges involved in quantum computation .,skeptics say that d-wave has yet to prove to outside scientists that it has solved the myriad challenges involved in quantum computation .,23,NNS VBP IN NN VBZ RB TO VB TO JJ NNS IN PRP VBZ VBN DT JJ NNS VBN IN NN NN .,skeptic say that d-wave have yet to prove to outside scientist that it have solve the myriad challenge involve in quantum computation .,skeptic say that d-wave have yet to prove to outside scientist that it have solve the myriad challenge involve in quantum computation .,23,23,3,0,
